,tagid,survey_name,SPPA_1,SPPA_10,SPPA_11,SPPA_12,SPPA_13,SPPA_14,SPPA_15,SPPA_16,SPPA_17,SPPA_18,SPPA_19,SPPA_2,SPPA_20,SPPA_21,SPPA_22,SPPA_23,SPPA_24,SPPA_25,SPPA_26,SPPA_27,SPPA_28,SPPA_29,SPPA_3,SPPA_30,SPPA_31,SPPA_32,SPPA_33,SPPA_34,SPPA_35,SPPA_36,SPPA_37,SPPA_38,SPPA_39,SPPA_4,SPPA_40,SPPA_41,SPPA_42,SPPA_43,SPPA_44,SPPA_45,SPPA_46,SPPA_47,SPPA_48,SPPA_49,SPPA_5,SPPA_50,SPPA_51,SPPA_52,SPPA_53,SPPA_54,SPPA_55,SPPA_56,SPPA_57,SPPA_58,SPPA_59,SPPA_6,SPPA_60,SPPA_61,SPPA_62,SPPA_63,SPPA_64,SPPA_65,SPPA_66,SPPA_67,SPPA_68,SPPA_69,SPPA_7,SPPA_70,SPPA_71,SPPA_8,SPPA_9,SPPA_RA_72,SPPA_RA_73,SPPA_RA_74,SPPA_RA_75,SPPA_RA_76,SPPA_RA_77,SPPA_RA_78,SPPA_RA_79,SPPA_RA_80,survey_type,survey_date,ha1,ha2,ha3,ha4,ha6,ha7,ha8,ha9,ha10,ha11,ha12,ha13,ha15,ha16,ha17,ha18,ha19,ha20,ha21,ha22,ha24,ha25,ha26,ha27,ha28,ha29,ha30,ha31,ha33,ha34,ha35,ha36,ha37,ha38,ha39,ha40,ha42,ha43,ha44,ha45,SC_W1,SPPA_socialcomp_total,SPPA_athleticcomp_total,SPPA_physicalappear_total,SPPA_romanticappeal_total,SPPA_behavconduct_total,SPPA_closefriend_total,SPPA_globalselfworth_total,SPPA_scholasticcomp_mean,SPPA_socialcomp_mean,SPPA_athleticcomp_mean,SPPA_physicalappear_mean,SPPA_romanticappeal_mean,SPPA_behavconduct_mean,SPPA_closefriend_mean,SPPA_globalselfworth_mean,SPPA_scholasticcomp_N,SPPA_scholasticcomp_missing,SPPA_scholasticcomp_missing_perc,SPPA_socialcomp_N,SPPA_socialcomp_missing,SPPA_socialcomp_missing_perc,SPPA_athleticcomp_N,SPPA_athleticcomp_missing,SPPA_athleticcomp_missing_perc,SPPA_physicalappear_N,SPPA_physicalappear_missing,SPPA_physicalappear_missing_perc,SPPA_romanticappeal_N,SPPA_romanticappeal_missing,SPPA_romanticappeal_missing_perc,SPPA_behavconduct_N,SPPA_behavconduct_missing,SPPA_behavconduct_missing_perc,SPPA_closefriend_N,SPPA_closefriend_missing,SPPA_closefriend_missing_perc,SPPA_globalselfworth_N,SPPA_globalselfworth_missing,SPPA_globalselfworth_missing_perc,wave
30,TAG040,TAG - Home Qs - V3,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,8/3/17,4,1,4,2,NA,2,3,3,1,4,3,1,NA,1,3,2,2,4,4,2,NA,2,4,3,2,4,4,3,NA,2,4,2,3,4,4,2,NA,2,4,3,12,17,19,10,NA,9,18,13,2.4,3.4,3.8,2,NA,1.8,3.6,2.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
31,TAG041,TAG - Home Qs - V3,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,4/24/16,4,4,3,4,NA,4,4,3,4,4,3,3,NA,4,3,4,4,4,3,3,NA,4,4,4,4,4,3,3,NA,4,4,4,4,4,3,4,NA,3,4,4,20,20,15,17,NA,19,19,19,4,4,3,3.4,NA,3.8,3.8,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
32,TAG044,TAG - Home Qs - V3 - with SID embedded,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/2/17,3,3,2,1,NA,4,4,3,1,3,1,1,NA,3,3,4,2,3,2,1,NA,3,4,3,2,4,3,2,NA,2,2,4,3,1,1,1,NA,4,2,1,11,14,9,6,NA,16,15,15,2.2,2.8,1.8,1.2,NA,3.2,3,3,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
33,TAG045,TAG - Home Qs - V3 - minusCRQ - with SID embedded,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/22/17,4,4,4,4,NA,4,4,4,4,3,4,4,NA,4,4,4,4,4,4,4,NA,4,4,4,3,4,4,4,NA,4,4,4,3,3,4,4,NA,4,4,4,18,18,20,20,NA,20,20,20,3.6,3.6,4,4,NA,4,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
34,TAG046,TAG - Home Qs - V3,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,9/24/16,3,2,4,2,NA,2,4,3,2,4,4,4,NA,2,4,2,3,4,4,3,NA,3,4,3,4,4,4,3,NA,2,2,4,4,4,4,3,NA,2,4,1,16,18,20,15,NA,11,18,13,3.2,3.6,4,3,NA,2.2,3.6,2.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
35,TAG047,TAG - Home Qs - V3,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,9/24/16,3,1,4,4,NA,3,4,4,3,4,2,4,NA,2,4,4,4,4,3,3,NA,4,4,4,4,4,4,2,NA,3,4,4,3,3,4,4,NA,4,4,4,17,16,17,17,NA,16,20,20,3.4,3.2,3.4,3.4,NA,3.2,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
36,TAG048,TAG - Home Qs - V3,2,1,2,2,1,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,12/10/16,2,1,2,2,NA,3,1,2,4,2,1,2,NA,4,3,3,4,2,2,2,NA,4,1,3,4,2,1,2,NA,4,1,3,1,2,1,1,NA,4,1,1,15,9,7,9,NA,19,7,12,3,1.8,1.4,1.8,NA,3.8,1.4,2.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
37,TAG049,TAG - Home Qs - V3,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,10/4/16,3,3,3,2,NA,2,3,3,3,2,3,2,NA,3,3,3,3,3,2,3,NA,3,3,3,3,3,3,3,NA,2,3,3,3,3,3,3,NA,2,3,3,15,14,14,13,NA,12,15,15,3,2.8,2.8,2.6,NA,2.4,3,3,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
38,TAG050,TAG - Home Qs - V3,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,6/7/16,1,1,1,3,NA,4,4,1,4,1,2,4,NA,4,4,4,4,3,1,2,NA,4,4,1,4,4,4,1,NA,4,1,1,4,4,1,1,NA,4,4,3,17,13,9,11,NA,20,17,10,3.4,2.6,1.8,2.2,NA,4,3.4,2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
39,TAG052,TAG - Home Qs - V1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/26/16,4,1,3,4,NA,4,3,4,4,4,3,4,NA,4,4,4,4,3,3,4,NA,4,4,4,4,4,4,4,NA,4,3,4,4,1,4,4,NA,4,3,4,20,13,17,20,NA,20,17,20,4,2.6,3.4,4,NA,4,3.4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
40,TAG053,TAG - Home Qs - V3 - with SID embedded,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/29/17,2,1,1,1,NA,1,1,1,4,1,1,1,NA,4,4,1,4,1,1,1,NA,2,1,1,2,2,1,1,NA,2,3,1,1,1,1,1,NA,1,1,1,13,6,5,5,NA,10,10,5,2.6,1.2,1,1,NA,2,2,1,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
41,TAG054,TAG - Home Qs - V3 - with SID embedded,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/3/17,4,2,3,4,NA,4,4,4,2,3,2,4,NA,4,3,4,4,4,2,4,NA,4,4,4,2,4,3,4,NA,4,2,4,3,3,2,3,NA,4,4,4,15,16,12,19,NA,20,17,20,3,3.2,2.4,3.8,NA,4,3.4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
42,TAG055,TAG - Home Qs - V3,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,7/20/16,4,3,1,3,NA,4,3,3,3,3,1,3,NA,4,3,3,4,4,1,3,NA,3,4,4,4,3,2,3,NA,4,3,4,4,3,1,3,NA,4,4,3,19,16,6,15,NA,19,17,17,3.8,3.2,1.2,3,NA,3.8,3.4,3.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
43,TAG057,TAG - Home Qs - V3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/25/16,3,4,3,2,NA,3,4,2,1,3,3,3,NA,2,4,3,3,4,2,3,NA,3,4,3,3,3,3,2,NA,3,4,4,3,2,3,3,NA,3,4,3,13,16,14,13,NA,14,20,15,2.6,3.2,2.8,2.6,NA,2.8,4,3,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
44,TAG058,TAG - Home Qs - V3,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/26/16,3,3,1,2,NA,1,1,2,1,1,1,1,NA,1,4,2,1,4,1,1,NA,2,3,2,4,1,1,3,NA,1,3,1,4,1,1,4,NA,1,4,1,13,10,5,11,NA,6,15,8,2.6,2,1,2.2,NA,1.2,3,1.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
45,TAG059,TAG - Home Qs - V3,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,5/28/16,3,4,3,4,NA,3,3,3,2,2,2,4,NA,3,3,3,3,4,3,4,NA,3,4,4,3,4,4,4,NA,3,3,3,4,4,4,4,NA,4,4,4,15,18,16,20,NA,16,17,17,3,3.6,3.2,4,NA,3.2,3.4,3.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
46,TAG060,TAG - Home Qs - V3,1,2,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/26/16,3,4,3,4,NA,4,4,3,1,4,2,4,NA,4,4,4,2,4,2,4,NA,3,4,4,2,4,4,4,NA,4,4,4,4,2,4,4,NA,4,4,4,12,18,15,20,NA,19,20,19,2.4,3.6,3,4,NA,3.8,4,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
47,TAG062,TAG - Home Qs - V3,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,8/4/16,1,3,1,4,NA,4,4,4,2,2,1,1,NA,4,4,4,4,4,1,4,NA,1,2,4,2,2,4,3,NA,4,4,4,4,1,2,4,NA,4,4,4,13,12,9,16,NA,17,18,20,2.6,2.4,1.8,3.2,NA,3.4,3.6,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
48,TAG064,TAG - Home Qs - V3,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,4/7/16,4,4,3,4,NA,4,4,4,2,4,2,4,NA,4,4,4,4,4,2,4,NA,4,4,4,3,4,4,4,NA,4,4,4,4,4,2,4,NA,4,4,4,17,20,13,20,NA,20,20,20,3.4,4,2.6,4,NA,4,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
49,TAG065,TAG - Home Qs - V3,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,4/23/16,2,2,1,4,NA,4,4,3,4,4,2,4,NA,4,4,4,4,4,2,4,NA,4,4,4,4,4,2,3,NA,4,4,4,4,3,3,4,NA,4,4,4,18,17,10,19,NA,20,20,19,3.6,3.4,2,3.8,NA,4,4,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
50,TAG066,TAG - Home Qs - V3 - with SID embedded,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,NA,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/2/17,2,3,3,4,NA,3,3,4,3,3,3,4,NA,4,NA,4,4,4,4,4,NA,3,4,4,4,3,3,3,NA,4,3,4,4,1,3,4,NA,3,4,4,17,14,16,19,NA,17,NA,20,3.4,2.8,3.2,3.8,NA,3.4,3.5,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,1,20,5,0,0,W1
51,TAG067,TAG - Home Qs - V3,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,8/1/16,4,4,4,4,NA,4,3,4,4,4,4,3,NA,2,4,4,4,4,4,4,NA,2,4,4,4,4,4,4,NA,4,3,4,4,4,4,4,NA,4,4,4,20,20,20,19,NA,16,18,20,4,4,4,3.8,NA,3.2,3.6,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
52,TAG068,TAG - Home Qs - V3 - with SID embedded,2,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/4/17,2,4,4,2,NA,2,3,3,4,4,3,3,NA,4,1,3,4,4,4,4,NA,4,3,4,4,3,3,3,NA,3,2,3,3,3,4,3,NA,3,4,3,17,18,18,15,NA,16,13,16,3.4,3.6,3.6,3,NA,3.2,2.6,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
53,TAG069,TAG - Home Qs - V3,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,8/1/16,3,3,1,2,NA,3,4,1,1,3,2,1,NA,4,4,2,2,4,1,2,NA,3,4,3,2,3,2,2,NA,4,4,3,2,3,1,2,NA,4,4,3,10,16,7,9,NA,18,20,12,2,3.2,1.4,1.8,NA,3.6,4,2.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
54,TAG070,TAG - Home Qs - V3,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,7/24/16,4,3,2,3,NA,3,2,2,4,2,1,2,NA,3,2,4,4,4,2,2,NA,4,3,2,3,2,3,3,NA,3,1,4,4,1,2,4,NA,1,3,4,19,12,10,14,NA,14,11,16,3.8,2.4,2,2.8,NA,2.8,2.2,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
55,TAG071,TAG - Home Qs - V3,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,8/15/16,4,4,4,4,NA,4,4,4,1,2,3,4,NA,4,4,4,4,4,3,4,NA,4,4,4,3,3,2,4,NA,4,2,4,4,3,4,4,NA,1,3,4,16,16,16,20,NA,17,17,20,3.2,3.2,3.2,4,NA,3.4,3.4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
56,TAG072,TAG - W1 Home Qs - Current V4,1,2,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,6/3/17,4,4,4,4,NA,4,4,4,3,3,3,3,NA,4,4,4,4,4,4,4,NA,4,4,4,3,4,4,4,NA,4,4,4,4,3,4,4,NA,4,4,4,18,18,19,19,NA,20,20,20,3.6,3.6,3.8,3.8,NA,4,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
57,TAG075,TAG - Home Qs - V3,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,9/16/16,3,3,2,4,NA,4,4,1,4,3,1,4,NA,4,4,3,4,4,1,4,NA,4,4,2,4,3,3,3,NA,3,1,4,4,2,1,3,NA,4,4,2,19,15,8,18,NA,19,17,12,3.8,3,1.6,3.6,NA,3.8,3.4,2.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
58,TAG076,TAG - Home Qs - V3,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,9/16/16,4,4,4,4,NA,4,4,4,1,3,4,4,NA,4,3,4,4,4,4,4,NA,3,4,4,3,4,4,3,NA,4,4,4,4,4,4,3,NA,4,4,4,16,19,20,18,NA,19,19,20,3.2,3.8,4,3.6,NA,3.8,3.8,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
59,TAG077,TAG - W1 Home Qs - Current V4,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,8/28/17,3,4,1,4,NA,3,4,4,3,1,1,4,NA,4,4,4,2,4,1,4,NA,1,4,4,2,4,2,4,NA,1,4,4,3,2,3,4,NA,3,4,4,13,15,8,20,NA,12,20,20,2.6,3,1.6,4,NA,2.4,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
60,TAG078,TAG - Home Qs - V3,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,11/6/16,3,3,2,3,NA,4,3,3,4,3,2,3,NA,4,3,4,4,1,2,3,NA,4,3,4,4,4,3,2,NA,4,4,3,4,2,3,2,NA,4,3,3,19,13,12,13,NA,20,16,17,3.8,2.6,2.4,2.6,NA,4,3.2,3.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
61,TAG079,TAG - Home Qs - V3,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,7/28/16,4,3,3,4,NA,2,4,4,2,3,3,4,NA,2,3,3,4,3,3,4,NA,4,3,3,2,3,3,3,NA,2,3,4,4,3,2,4,NA,2,4,4,16,15,14,19,NA,12,17,18,3.2,3,2.8,3.8,NA,2.4,3.4,3.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
62,TAG080,TAG - Home Qs - V3 - with SID embedded,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/18/17,2,3,4,3,NA,4,2,3,2,3,2,4,NA,3,2,4,4,4,3,4,NA,2,2,4,2,3,3,3,NA,4,2,4,2,3,4,4,NA,3,2,4,12,16,16,18,NA,16,10,19,2.4,3.2,3.2,3.6,NA,3.2,2,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
