"","tagid","survey_name","SPPA_1","SPPA_10","SPPA_11","SPPA_12","SPPA_13","SPPA_14","SPPA_15","SPPA_16","SPPA_17","SPPA_18","SPPA_19","SPPA_2","SPPA_20","SPPA_21","SPPA_22","SPPA_23","SPPA_24","SPPA_25","SPPA_26","SPPA_27","SPPA_28","SPPA_29","SPPA_3","SPPA_30","SPPA_31","SPPA_32","SPPA_33","SPPA_34","SPPA_35","SPPA_36","SPPA_37","SPPA_38","SPPA_39","SPPA_4","SPPA_40","SPPA_41","SPPA_42","SPPA_43","SPPA_44","SPPA_45","SPPA_46","SPPA_47","SPPA_48","SPPA_49","SPPA_5","SPPA_50","SPPA_51","SPPA_52","SPPA_53","SPPA_54","SPPA_55","SPPA_56","SPPA_57","SPPA_58","SPPA_59","SPPA_6","SPPA_60","SPPA_61","SPPA_62","SPPA_63","SPPA_64","SPPA_65","SPPA_66","SPPA_67","SPPA_68","SPPA_69","SPPA_7","SPPA_70","SPPA_71","SPPA_8","SPPA_9","SPPA_RA_72","SPPA_RA_73","SPPA_RA_74","SPPA_RA_75","SPPA_RA_76","SPPA_RA_77","SPPA_RA_78","SPPA_RA_79","SPPA_RA_80","survey_type","survey_date","ha1","ha2","ha3","ha4","ha6","ha7","ha8","ha9","ha10","ha11","ha12","ha13","ha15","ha16","ha17","ha18","ha19","ha20","ha21","ha22","ha24","ha25","ha26","ha27","ha28","ha29","ha30","ha31","ha33","ha34","ha35","ha36","ha37","ha38","ha39","ha40","ha42","ha43","ha44","ha45","SPPA_scholasticcomp_total","SPPA_socialcomp_total","SPPA_athleticcomp_total","SPPA_physicalappear_total","SPPA_romanticappeal_total","SPPA_behavconduct_total","SPPA_closefriend_total","SPPA_globalselfworth_total","SPPA_scholasticcomp_mean","SPPA_socialcomp_mean","SPPA_athleticcomp_mean","SPPA_physicalappear_mean","SPPA_romanticappeal_mean","SPPA_behavconduct_mean","SPPA_closefriend_mean","SPPA_globalselfworth_mean","SPPA_scholasticcomp_N","SPPA_scholasticcomp_missing","SPPA_scholasticcomp_missing_perc","SPPA_socialcomp_N","SPPA_socialcomp_missing","SPPA_socialcomp_missing_perc","SPPA_athleticcomp_N","SPPA_athleticcomp_missing","SPPA_athleticcomp_missing_perc","SPPA_physicalappear_N","SPPA_physicalappear_missing","SPPA_physicalappear_missing_perc","SPPA_romanticappeal_N","SPPA_romanticappeal_missing","SPPA_romanticappeal_missing_perc","SPPA_behavconduct_N","SPPA_behavconduct_missing","SPPA_behavconduct_missing_perc","SPPA_closefriend_N","SPPA_closefriend_missing","SPPA_closefriend_missing_perc","SPPA_globalselfworth_N","SPPA_globalselfworth_missing","SPPA_globalselfworth_missing_perc"
"93","TAG132","TAG - Home Qs - V3",1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,2,2,1,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-05-05",4,4,2,2,NA,2,4,2,4,4,1,2,NA,2,3,4,4,4,3,1,NA,4,4,4,4,4,1,4,NA,2,4,4,4,4,2,4,NA,2,4,4,20,20,9,13,NA,12,19,18,4,4,1.8,2.6,NA,2.4,3.8,3.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"94","TAG140","TAG - Home Qs - V3 - with SID embedded",2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-03-02",2,3,3,3,NA,4,3,2,2,3,2,2,NA,3,3,3,3,3,2,2,NA,3,3,3,2,3,3,3,NA,3,2,3,3,3,3,3,NA,3,3,3,12,15,13,13,NA,16,14,14,2.4,3,2.6,2.6,NA,3.2,2.8,2.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"95","TAG143","TAG - Home Qs - V3",1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-06-30",4,4,4,2,NA,4,4,1,3,3,3,1,NA,3,3,4,3,4,4,1,NA,3,4,3,3,2,3,2,NA,4,1,3,3,1,4,3,NA,4,3,4,16,14,18,9,NA,18,15,15,3.2,2.8,3.6,1.8,NA,3.6,3,3,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"96","TAG144","TAG - Home Qs - V3 - with SID embedded",1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-04-21",3,3,4,2,NA,4,3,2,4,3,3,1,NA,4,3,4,4,3,3,1,NA,3,3,3,4,3,4,2,NA,4,3,3,3,3,3,2,NA,4,4,2,18,15,17,8,NA,19,16,14,3.6,3,3.4,1.6,NA,3.8,3.2,2.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"97","TAG145","TAG - Home Qs - V3",1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,NA,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-03-12",3,3,2,3,NA,3,3,3,4,2,1,3,NA,4,NA,2,4,3,1,3,NA,3,3,3,3,2,2,2,NA,3,3,3,4,1,1,2,NA,3,2,3,18,11,7,13,NA,16,NA,14,3.6,2.2,1.4,2.6,NA,3.2,2.75,2.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,1,20,5,0,0
"98","TAG149","TAG - Home Qs - V3",1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-08-01",3,2,3,4,NA,3,3,4,3,2,2,4,NA,3,4,2,4,4,3,4,NA,3,4,4,3,3,3,3,NA,3,3,3,4,2,3,3,NA,3,3,3,17,13,14,18,NA,15,17,16,3.4,2.6,2.8,3.6,NA,3,3.4,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"99","TAG152","TAG - Home Qs - V3 - with SID embedded",1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-04-05",3,4,3,3,NA,4,3,3,1,4,2,4,NA,4,3,2,3,4,2,3,NA,4,4,3,3,4,4,4,NA,4,4,2,3,3,2,4,NA,4,4,3,13,19,13,18,NA,20,18,13,2.6,3.8,2.6,3.6,NA,4,3.6,2.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"100","TAG155","TAG - W1 Home Qs - Current V4",2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-11-24",2,3,2,2,NA,4,4,3,2,3,2,3,NA,4,4,3,4,4,3,2,NA,2,4,3,2,3,2,3,NA,3,4,2,2,3,3,2,NA,3,4,2,12,16,12,12,NA,16,20,13,2.4,3.2,2.4,2.4,NA,3.2,4,2.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"101","TAG159","TAG - Home Qs - V3",2,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-07-21",2,3,4,3,NA,3,2,4,4,3,2,3,NA,2,4,3,4,1,3,4,NA,3,4,4,3,4,2,3,NA,2,4,3,3,3,3,3,NA,3,4,4,16,14,14,16,NA,13,18,18,3.2,2.8,2.8,3.2,NA,2.6,3.6,3.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"102","TAG164","TAG - Home Qs - V3 - with SID embedded",1,1,1,2,2,2,1,1,1,1,1,NA,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-03-05",NA,4,2,4,NA,3,4,4,2,3,3,4,NA,3,2,2,2,4,3,4,NA,3,2,3,2,3,4,4,NA,4,3,3,2,2,3,2,NA,4,3,4,NA,16,15,18,NA,17,14,16,2,3.2,3,3.6,NA,3.4,2.8,3.2,5,1,20,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"103","TAG169","TAG - Home Qs - V3 - with SID embedded",2,1,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-03-06",1,2,1,1,NA,2,3,1,2,2,1,1,NA,2,2,1,2,2,1,1,NA,2,2,1,2,2,1,1,NA,2,2,1,1,1,4,1,NA,2,2,1,8,9,8,5,NA,10,11,5,1.6,1.8,1.6,1,NA,2,2.2,1,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"104","TAG170","TAG - W1 Home Qs - Current - V4 IN LAB",2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-11-11",2,1,4,4,NA,3,4,1,4,1,4,4,NA,4,1,4,4,1,2,3,NA,3,1,1,4,3,4,3,NA,4,2,1,4,1,4,3,NA,4,2,3,18,7,18,17,NA,18,10,10,3.6,1.4,3.6,3.4,NA,3.6,2,2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"105","TAG173","TAG - W1 Home Qs - Current V4",1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-06-08",4,4,2,4,NA,4,4,4,2,4,2,4,NA,4,4,4,4,3,2,4,NA,4,4,4,4,3,3,4,NA,3,4,4,4,3,3,4,NA,4,4,4,18,17,12,20,NA,19,20,20,3.6,3.4,2.4,4,NA,3.8,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"106","TAG174","TAG - Home Qs - V3",2,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-07-22",1,3,3,1,NA,3,4,2,2,2,2,2,NA,2,4,2,1,3,1,2,NA,1,2,2,1,1,2,2,NA,2,4,1,1,1,2,1,NA,2,4,1,6,10,10,8,NA,10,18,8,1.2,2,2,1.6,NA,2,3.6,1.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"107","TAG176","TAG - W1 Home Qs - Current V4",1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-06-10",3,3,3,3,NA,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,NA,3,3,3,15,15,15,15,NA,15,15,15,3,3,3,3,NA,3,3,3,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"108","TAG177","TAG - Home Qs - V3",2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,NA,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-10-26",2,2,2,2,NA,2,2,2,3,3,2,3,NA,3,2,3,2,4,3,3,NA,3,3,4,2,2,3,3,NA,3,2,NA,3,2,3,3,NA,3,3,4,12,13,13,14,NA,14,12,NA,2.4,2.6,2.6,2.8,NA,2.8,2.4,3.25,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,1,20
"109","TAG179","TAG - W1 Home Qs - Current V4",2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-08-05",2,4,4,2,NA,4,2,4,1,3,3,2,NA,4,4,4,2,4,2,4,NA,4,4,4,1,4,4,4,NA,4,4,4,4,1,4,4,NA,4,4,4,10,16,17,16,NA,20,18,20,2,3.2,3.4,3.2,NA,4,3.6,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"110","TAG180","TAG - W1 Home Qs - Current V4",1,2,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-08-03",3,4,1,4,NA,4,4,4,3,3,1,3,NA,4,4,3,4,4,1,2,NA,4,4,4,4,4,2,3,NA,4,4,4,3,1,1,3,NA,4,4,4,17,16,6,15,NA,20,20,19,3.4,3.2,1.2,3,NA,4,4,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"111","TAG181","TAG - Home Qs - V3",2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-08-27",2,4,3,2,NA,3,3,2,3,3,2,1,NA,4,3,3,3,4,2,2,NA,3,3,2,2,3,3,2,NA,3,3,3,2,3,3,1,NA,3,3,2,12,17,13,8,NA,16,15,12,2.4,3.4,2.6,1.6,NA,3.2,3,2.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"112","TAG186","TAG - W1 Home Qs - Current V4",1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-07-03",4,3,4,4,NA,3,4,3,2,4,4,4,NA,3,4,4,3,3,3,4,NA,3,3,3,2,3,2,3,NA,3,3,3,4,1,4,4,NA,4,3,4,15,14,17,19,NA,16,17,17,3,2.8,3.4,3.8,NA,3.2,3.4,3.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"113","TAG188","TAG - W1 Home Qs - Current V4",2,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-09-07",2,3,2,4,NA,4,4,1,2,4,4,4,NA,4,1,3,4,4,1,3,NA,4,4,4,4,4,2,3,NA,4,4,4,4,3,1,4,NA,4,4,4,16,18,10,18,NA,20,17,16,3.2,3.6,2,3.6,NA,4,3.4,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"114","TAG190","TAG - W1 Home Qs - Current V4",1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-08-08",4,3,1,4,NA,4,4,4,4,3,1,4,NA,4,4,3,4,4,1,4,NA,4,4,4,4,3,2,3,NA,3,4,4,4,1,1,4,NA,2,3,4,20,14,6,19,NA,17,19,19,4,2.8,1.2,3.8,NA,3.4,3.8,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"115","TAG194","TAG - Home Qs - V3",1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-02-24",3,2,1,4,NA,3,3,3,2,3,2,4,NA,4,1,3,2,4,2,4,NA,3,3,4,2,3,3,3,NA,4,2,4,3,2,1,4,NA,3,1,4,12,14,9,19,NA,17,10,18,2.4,2.8,1.8,3.8,NA,3.4,2,3.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"116","TAG200","TAG - W1 Home Qs - Current V4",2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-09-18",2,4,4,4,NA,4,4,4,1,4,4,4,NA,1,4,4,4,4,4,4,NA,3,4,4,2,4,4,4,NA,4,4,4,4,3,4,4,NA,4,4,4,13,19,20,20,NA,16,20,20,2.6,3.8,4,4,NA,3.2,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"117","TAG202","TAG - W1 Home Qs - Current V4",1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,NA,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-06-05",3,4,2,3,NA,4,4,3,2,3,2,2,NA,4,NA,4,3,4,3,2,NA,4,4,4,2,4,2,3,NA,4,4,3,4,4,4,3,NA,4,4,4,14,19,13,13,NA,20,NA,18,2.8,3.8,2.6,2.6,NA,4,4,3.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,1,20,5,0,0
"118","TAG203","TAG - W1 Home Qs - Current V4",1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2018-01-12",4,4,3,2,NA,4,4,2,4,4,2,2,NA,2,4,3,4,4,2,2,NA,4,4,4,4,4,3,3,NA,3,4,3,2,4,3,2,NA,4,4,2,18,20,13,11,NA,17,20,14,3.6,4,2.6,2.2,NA,3.4,4,2.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"119","TAG205","TAG - W1 Home Qs - Current V4",1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-08-08",3,4,3,1,NA,4,1,2,1,2,1,1,NA,3,2,2,3,3,2,1,NA,2,2,1,2,1,3,2,NA,4,1,2,2,1,2,1,NA,2,2,2,11,11,11,6,NA,15,8,9,2.2,2.2,2.2,1.2,NA,3,1.6,1.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"120","TAG206","TAG - W1 Home Qs - Current V4",1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-08-28",4,3,4,4,NA,3,4,4,2,4,4,2,NA,3,4,4,4,4,4,2,NA,3,4,4,4,4,4,4,NA,3,2,4,4,3,1,4,NA,3,1,4,18,18,17,16,NA,15,15,20,3.6,3.6,3.4,3.2,NA,3,3,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"121","TAG207","TAG - W1 Home Qs - Current V4",1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-05-18",3,4,2,3,NA,2,4,2,3,3,3,2,NA,4,4,4,4,4,1,2,NA,4,4,3,3,4,3,2,NA,4,4,4,3,3,3,2,NA,3,4,3,16,18,12,11,NA,17,20,16,3.2,3.6,2.4,2.2,NA,3.4,4,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"122","TAG208","TAG - W1 Home Qs - Current V4",2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,NA,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-05-21",2,4,2,2,NA,4,2,1,4,4,1,2,NA,2,NA,2,3,4,2,2,NA,2,3,4,2,4,3,2,NA,2,2,4,2,3,3,2,NA,4,4,2,13,19,11,10,NA,14,NA,13,2.6,3.8,2.2,2,NA,2.8,2.75,2.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,1,20,5,0,0
"123","TAG209","TAG - Home Qs - V3 - with SID embedded",1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-03-22",3,3,3,3,NA,4,4,4,3,1,3,4,NA,4,4,4,3,4,3,4,NA,3,4,4,2,4,3,3,NA,4,4,4,3,1,3,3,NA,3,4,4,14,13,15,17,NA,18,20,20,2.8,2.6,3,3.4,NA,3.6,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"124","TAG210","TAG - Home Qs - V3",1,2,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-05-06",3,3,1,4,NA,1,3,4,3,3,2,3,NA,4,3,3,4,4,1,3,NA,4,4,4,4,4,3,3,NA,3,4,4,3,3,2,3,NA,4,4,4,17,17,9,16,NA,16,18,19,3.4,3.4,1.8,3.2,NA,3.2,3.6,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
